id,Gender,Course,Social_Support,Counseling_Service_Use,Family_History,Residence_Type
3942,Male,Others,High,Yes,No,Off-Campus
3943,Female,Business,High,Yes,No,On-Campus
3944,Male,Business,Moderate,No,Yes,On-Campus
3948,Female,Law,Moderate,No,Yes,On-Campus
3950,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
3957,Female,Engineering,Low,Yes,No,On-Campus
3958,Female,Engineering,High,Yes,Yes,Off-Campus
3962,Female,Engineering,Moderate,Yes,No,Off-Campus
3963,Female,Law,Moderate,No,No,On-Campus
3964,Female,Law,High,No,No,Off-Campus
3966,Male,Engineering,Moderate,No,No,Off-Campus
3971,Female,Others,Moderate,Yes,No,On-Campus
3972,Female,Engineering,High,No,No,Off-Campus
3973,Male,Others,Moderate,No,Yes,Off-Campus
3977,Male,Engineering,High,No,Yes,On-Campus
3979,Male,Law,Moderate,No,No,Off-Campus
3980,Female,Law,High,No,No,On-Campus
3982,Male,Computer Science,High,No,No,On-Campus
3983,Male,Business,Moderate,Yes,No,On-Campus
3986,Male,Computer Science,Moderate,No,No,On-Campus
3987,Male,Others,Moderate,No,No,Off-Campus
3988,Male,Law,Moderate,Yes,No,On-Campus
3989,Male,Law,Low,No,No,Off-Campus
3992,Female,Business,High,No,No,On-Campus
3995,Female,Law,Low,No,No,Off-Campus
3997,Female,Engineering,Low,Yes,No,On-Campus
3999,Male,Law,Moderate,No,Yes,On-Campus
4001,Female,Engineering,Moderate,Yes,Yes,Off-Campus
4006,Male,Business,Moderate,No,Yes,On-Campus
4012,Male,Business,High,No,No,On-Campus
4013,Female,Others,Low,Yes,Yes,Off-Campus
4015,Male,Computer Science,Low,No,No,On-Campus
4017,Female,Law,High,No,Yes,On-Campus
4019,Female,Others,Moderate,No,Yes,On-Campus
4020,Female,Law,Moderate,Yes,No,On-Campus
4022,Male,Business,Low,No,No,Off-Campus
4025,Male,Business,Moderate,No,No,On-Campus
4029,Female,Computer Science,Low,Yes,Yes,On-Campus
4030,Male,Engineering,Moderate,No,Yes,Off-Campus
4031,Female,Computer Science,Low,No,No,On-Campus
4036,Male,Law,Moderate,No,Yes,Off-Campus
4037,Male,Others,Low,No,No,Off-Campus
4040,Female,Business,Low,Yes,No,On-Campus
4042,Male,Law,Low,Yes,No,On-Campus
4047,Male,Business,High,No,Yes,On-Campus
4048,Female,Business,Moderate,Yes,No,On-Campus
4052,Male,Engineering,Moderate,No,Yes,Off-Campus
4059,Female,Business,Moderate,No,No,On-Campus
4064,Female,Others,Moderate,Yes,No,Off-Campus
4070,Female,Engineering,Moderate,No,Yes,Off-Campus
4071,Male,Business,Moderate,No,Yes,On-Campus
4078,Male,Computer Science,High,No,Yes,On-Campus
4079,Male,Business,Moderate,No,No,Off-Campus
4080,Female,Computer Science,High,Yes,No,Off-Campus
4083,Female,Engineering,High,No,No,Off-Campus
4085,Male,Computer Science,High,No,No,On-Campus
4089,Male,Engineering,Moderate,Yes,Yes,Off-Campus
4092,Male,Business,Moderate,Yes,No,Off-Campus
4097,Male,Law,Moderate,No,No,Off-Campus
4107,Female,Business,Moderate,Yes,No,Off-Campus
4108,Female,Law,Low,No,Yes,On-Campus
4109,Male,Engineering,Moderate,No,No,On-Campus
4111,Male,Computer Science,High,Yes,No,On-Campus
4113,Male,Computer Science,Moderate,No,No,On-Campus
4116,Female,Law,Low,Yes,No,On-Campus
4118,Female,Business,Moderate,No,No,On-Campus
4121,Female,Law,High,No,No,Off-Campus
4122,Female,Computer Science,High,No,No,Off-Campus
4123,Female,Business,High,Yes,No,Off-Campus
4126,Female,Engineering,Low,No,No,On-Campus
4131,Male,Law,Low,Yes,No,Off-Campus
4132,Female,Engineering,Low,Yes,Yes,On-Campus
4134,Female,Others,Moderate,Yes,No,On-Campus
4135,Male,Others,Low,No,Yes,Off-Campus
4141,Male,Law,High,No,No,On-Campus
4144,Male,Engineering,Moderate,No,No,Off-Campus
4146,Male,Engineering,Moderate,Yes,No,On-Campus
4147,Female,Law,High,No,No,On-Campus
4148,Female,Engineering,Low,No,No,Off-Campus
4149,Male,Business,Low,No,No,Off-Campus
4151,Female,Business,Moderate,No,No,On-Campus
4152,Female,Engineering,High,No,Yes,Off-Campus
4153,Male,Law,Moderate,Yes,No,On-Campus
4162,Female,Computer Science,Moderate,No,No,Off-Campus
4163,Female,Engineering,Low,Yes,No,Off-Campus
4164,Female,Business,Low,No,No,Off-Campus
4165,Male,Engineering,High,Yes,No,On-Campus
4166,Male,Business,Moderate,Yes,No,On-Campus
4171,Male,Law,High,Yes,No,On-Campus
4172,Male,Law,Moderate,Yes,Yes,On-Campus
4173,Male,Computer Science,Low,No,No,On-Campus
4174,Female,Others,Low,Yes,No,On-Campus
4176,Male,Others,Moderate,Yes,Yes,On-Campus
4178,Female,Law,Moderate,Yes,No,Off-Campus
4180,Female,Computer Science,Moderate,No,Yes,On-Campus
4184,Female,Business,Moderate,No,No,On-Campus
4185,Female,Others,High,No,No,On-Campus
4186,Male,Others,Moderate,Yes,Yes,Off-Campus
4187,Female,Others,High,No,No,On-Campus
4191,Female,Computer Science,Moderate,No,No,On-Campus
4192,Male,Business,High,No,No,On-Campus
4193,Male,Law,High,No,No,Off-Campus
4194,Female,Computer Science,High,No,Yes,Off-Campus
4199,Female,Computer Science,Low,Yes,No,On-Campus
4203,Male,Business,Moderate,No,Yes,Off-Campus
4204,Male,Law,Moderate,No,No,On-Campus
4207,Female,Law,Moderate,No,No,Off-Campus
4209,Female,Engineering,High,No,Yes,On-Campus
4213,Male,Engineering,High,No,No,On-Campus
4214,Male,Business,Moderate,No,No,On-Campus
4215,Female,Engineering,Moderate,No,Yes,On-Campus
4217,Female,Computer Science,Moderate,Yes,No,Off-Campus
4219,Male,Law,Moderate,No,Yes,Off-Campus
4220,Female,Computer Science,Low,No,No,On-Campus
4224,Male,Business,Moderate,Yes,No,Off-Campus
4228,Female,Law,High,No,No,Off-Campus
4230,Female,Computer Science,Low,No,No,On-Campus
4232,Male,Others,High,No,No,Off-Campus
4233,Female,Engineering,High,No,No,On-Campus
4239,Female,Engineering,Moderate,Yes,Yes,On-Campus
4245,Male,Business,High,Yes,No,Off-Campus
4246,Male,Others,High,No,Yes,Off-Campus
4247,Male,Engineering,Low,No,Yes,Off-Campus
4248,Male,Business,Low,No,No,On-Campus
4250,Male,Others,Moderate,Yes,Yes,On-Campus
4253,Female,Law,High,Yes,No,Off-Campus
4256,Female,Business,Moderate,Yes,No,On-Campus
4260,Female,Law,Moderate,No,No,Off-Campus
4261,Female,Business,High,Yes,No,Off-Campus
4263,Female,Law,Moderate,Yes,No,Off-Campus
4264,Female,Others,High,No,No,Off-Campus
4266,Male,Engineering,Moderate,No,No,On-Campus
4268,Female,Law,High,No,No,Off-Campus
4269,Female,Computer Science,High,No,No,Off-Campus
4271,Female,Others,Moderate,No,No,On-Campus
4272,Female,Law,High,Yes,Yes,On-Campus
4274,Female,Computer Science,Moderate,Yes,No,Off-Campus
4275,Female,Others,Moderate,Yes,No,Off-Campus
4276,Male,Business,Moderate,Yes,No,On-Campus
4279,Female,Others,Moderate,Yes,No,Off-Campus
4281,Female,Engineering,Moderate,No,No,On-Campus
4283,Male,Business,High,No,Yes,Off-Campus
4288,Male,Computer Science,High,No,Yes,On-Campus
4289,Male,Computer Science,Low,No,No,On-Campus
4290,Male,Law,Moderate,Yes,No,Off-Campus
4292,Male,Engineering,Moderate,No,No,On-Campus
4293,Female,Engineering,Low,No,No,On-Campus
4294,Male,Engineering,High,No,No,On-Campus
4298,Female,Business,Moderate,No,Yes,Off-Campus
4299,Female,Computer Science,Low,Yes,No,Off-Campus
4300,Male,Engineering,Moderate,Yes,No,Off-Campus
4301,Male,Business,High,No,No,On-Campus
4303,Male,Business,Low,No,No,Off-Campus
4307,Male,Law,Moderate,No,Yes,On-Campus
4312,Male,Law,High,Yes,No,On-Campus
4315,Male,Business,Low,No,No,Off-Campus
4322,Male,Law,Low,No,Yes,Off-Campus
4326,Male,Engineering,Moderate,No,No,On-Campus
4327,Male,Engineering,Low,Yes,Yes,On-Campus
4329,Male,Computer Science,High,Yes,No,On-Campus
4334,Female,Computer Science,Moderate,Yes,No,Off-Campus
4335,Female,Computer Science,Moderate,No,Yes,Off-Campus
4337,Male,Law,High,No,No,Off-Campus
4341,Female,Engineering,High,No,No,Off-Campus
4343,Male,Others,High,Yes,Yes,On-Campus
4345,Female,Law,Low,No,No,On-Campus
4347,Male,Engineering,Moderate,Yes,No,On-Campus
4348,Female,Computer Science,High,No,No,On-Campus
4350,Female,Law,Moderate,No,No,On-Campus
4352,Female,Engineering,High,No,No,Off-Campus
4353,Male,Engineering,Moderate,Yes,No,Off-Campus
4354,Male,Others,Moderate,Yes,Yes,Off-Campus
4355,Male,Others,Moderate,Yes,No,On-Campus
4356,Female,Engineering,Moderate,Yes,No,On-Campus
4369,Male,Law,Moderate,No,No,On-Campus
4370,Male,Computer Science,Low,Yes,No,On-Campus
4379,Male,Computer Science,Moderate,Yes,No,Off-Campus
4380,Male,Computer Science,Low,No,No,Off-Campus
4382,Female,Others,Moderate,No,No,On-Campus
4385,Male,Engineering,Moderate,No,No,On-Campus
4388,Male,Business,High,Yes,Yes,On-Campus
4390,Female,Others,Moderate,Yes,No,Off-Campus
4391,Male,Business,Moderate,Yes,Yes,Off-Campus
4393,Female,Others,Low,No,No,On-Campus
4395,Female,Computer Science,Low,No,No,Off-Campus
4396,Male,Law,High,No,Yes,On-Campus
4398,Female,Engineering,Low,Yes,Yes,Off-Campus
4400,Male,Computer Science,High,No,No,On-Campus
4402,Male,Engineering,Low,No,Yes,On-Campus
4406,Male,Law,Moderate,No,No,Off-Campus
4407,Female,Computer Science,Moderate,No,Yes,Off-Campus
4408,Female,Engineering,Moderate,Yes,No,Off-Campus
4411,Male,Engineering,High,No,No,Off-Campus
4414,Male,Computer Science,Moderate,No,Yes,Off-Campus
4415,Male,Engineering,Low,Yes,Yes,Off-Campus
4417,Male,Computer Science,High,No,No,On-Campus
4418,Female,Engineering,High,No,No,On-Campus
4419,Female,Others,High,No,No,On-Campus
4420,Male,Law,Moderate,Yes,Yes,Off-Campus
4424,Male,Others,High,Yes,Yes,Off-Campus
4425,Male,Law,Low,No,No,On-Campus
4427,Male,Law,Moderate,No,No,Off-Campus
4430,Male,Computer Science,Low,No,No,Off-Campus
4432,Female,Law,Moderate,No,Yes,Off-Campus
4436,Male,Engineering,Low,Yes,No,Off-Campus
4438,Male,Computer Science,Low,Yes,No,Off-Campus
4440,Female,Business,Moderate,Yes,No,On-Campus
4442,Female,Others,Low,No,No,Off-Campus
4444,Female,Law,Moderate,Yes,No,Off-Campus
4447,Male,Engineering,Moderate,Yes,No,Off-Campus
4448,Female,Computer Science,Low,No,No,Off-Campus
4449,Male,Law,Moderate,No,No,Off-Campus
4450,Male,Business,High,Yes,Yes,Off-Campus
4456,Male,Others,Low,Yes,No,Off-Campus
4457,Female,Business,Low,No,No,Off-Campus
4458,Female,Others,High,No,No,Off-Campus
4459,Male,Engineering,Low,No,Yes,Off-Campus
4460,Female,Others,High,No,No,Off-Campus
4461,Male,Engineering,Low,No,No,Off-Campus
4462,Female,Business,Low,No,Yes,Off-Campus
4468,Female,Law,Moderate,No,No,Off-Campus
4469,Female,Others,High,No,No,Off-Campus
4475,Female,Business,Moderate,Yes,No,On-Campus
4476,Female,Others,High,No,No,On-Campus
4480,Female,Engineering,Moderate,No,Yes,Off-Campus
4482,Female,Computer Science,Moderate,No,No,On-Campus
4485,Male,Business,Moderate,No,Yes,Off-Campus
4488,Male,Computer Science,Moderate,Yes,Yes,Off-Campus
4489,Male,Engineering,Moderate,Yes,Yes,Off-Campus
4493,Male,Others,Moderate,Yes,Yes,Off-Campus
4495,Male,Business,High,No,No,On-Campus
4498,Male,Computer Science,Low,No,No,On-Campus
4499,Male,Engineering,Low,No,Yes,Off-Campus
4501,Female,Computer Science,High,Yes,No,On-Campus
4502,Female,Business,Moderate,Yes,No,On-Campus
4505,Male,Engineering,High,Yes,No,Off-Campus
4510,Male,Law,Moderate,No,Yes,On-Campus
4511,Female,Computer Science,Moderate,No,No,On-Campus
4512,Male,Engineering,Moderate,Yes,No,On-Campus
4515,Male,Computer Science,High,Yes,Yes,On-Campus
4521,Female,Law,Moderate,Yes,No,On-Campus
4523,Female,Engineering,Moderate,Yes,No,On-Campus
4525,Male,Law,High,No,Yes,On-Campus
4527,Male,Law,Moderate,No,Yes,Off-Campus
4533,Female,Computer Science,Moderate,No,No,On-Campus
4537,Male,Engineering,Low,No,No,Off-Campus
4539,Female,Business,Moderate,Yes,Yes,Off-Campus
4541,Male,Law,High,No,No,On-Campus
4542,Female,Law,High,No,No,On-Campus
4548,Female,Law,High,No,Yes,On-Campus
4550,Male,Computer Science,Moderate,Yes,No,Off-Campus
4551,Female,Engineering,High,No,No,On-Campus
4553,Male,Engineering,Moderate,No,Yes,On-Campus
4554,Male,Others,Low,No,Yes,On-Campus
4559,Female,Engineering,Moderate,No,No,On-Campus
4560,Male,Engineering,Moderate,No,No,On-Campus
4562,Female,Law,Low,No,No,Off-Campus
4563,Female,Law,Moderate,No,No,Off-Campus
4564,Male,Others,High,Yes,No,Off-Campus
4565,Male,Computer Science,Low,Yes,No,On-Campus
4567,Female,Engineering,Moderate,No,No,Off-Campus
4572,Female,Business,Moderate,No,No,On-Campus
4575,Female,Computer Science,Low,No,No,On-Campus
4580,Female,Business,Low,No,No,On-Campus
4589,Male,Business,Low,No,Yes,Off-Campus
4590,Male,Law,Moderate,No,Yes,On-Campus
4591,Female,Others,Moderate,Yes,No,Off-Campus
4592,Female,Computer Science,Moderate,No,No,Off-Campus
4593,Female,Business,Moderate,No,Yes,On-Campus
4599,Female,Law,High,No,No,Off-Campus
4600,Male,Business,Moderate,Yes,Yes,Off-Campus
4606,Male,Computer Science,High,No,Yes,On-Campus
4609,Female,Law,Moderate,Yes,No,On-Campus
4614,Female,Others,High,No,Yes,Off-Campus
4623,Male,Engineering,High,No,Yes,On-Campus
4624,Female,Engineering,Moderate,No,No,On-Campus
4625,Male,Computer Science,Low,No,Yes,Off-Campus
4631,Female,Business,High,Yes,No,On-Campus
4632,Male,Engineering,Low,Yes,No,On-Campus
4638,Female,Business,Moderate,Yes,No,On-Campus
4639,Female,Others,High,No,Yes,On-Campus
4640,Female,Engineering,Moderate,No,Yes,Off-Campus
4641,Female,Law,High,No,No,On-Campus
4645,Female,Business,Moderate,No,No,Off-Campus
4646,Female,Computer Science,Moderate,No,Yes,Off-Campus
4648,Female,Computer Science,Moderate,Yes,No,On-Campus
4649,Male,Computer Science,High,No,No,On-Campus
4652,Male,Others,Moderate,No,Yes,Off-Campus
4655,Female,Computer Science,Low,Yes,No,Off-Campus
4661,Female,Engineering,High,Yes,No,On-Campus
4663,Male,Engineering,Moderate,Yes,Yes,Off-Campus
4664,Female,Others,Moderate,Yes,No,On-Campus
4666,Male,Law,Moderate,No,Yes,Off-Campus
4669,Male,Engineering,Moderate,No,No,Off-Campus
4672,Female,Computer Science,Low,No,No,Off-Campus
4676,Male,Business,Moderate,Yes,No,Off-Campus
4680,Male,Computer Science,Low,No,No,On-Campus
4682,Male,Others,High,No,Yes,On-Campus
4684,Female,Business,Moderate,No,No,On-Campus
4687,Female,Law,Low,No,Yes,On-Campus
4688,Female,Law,High,No,Yes,On-Campus
4689,Female,Business,Moderate,Yes,No,Off-Campus
4702,Male,Business,Low,No,No,On-Campus
4707,Male,Computer Science,Low,No,No,Off-Campus
4708,Female,Engineering,High,Yes,No,On-Campus
4709,Male,Law,Moderate,No,No,On-Campus
4711,Male,Engineering,High,No,No,On-Campus
4712,Female,Law,High,Yes,No,Off-Campus
4716,Male,Law,Low,Yes,No,Off-Campus
4718,Female,Business,Moderate,No,No,On-Campus
4720,Female,Law,High,Yes,No,Off-Campus
4723,Female,Law,Moderate,No,No,On-Campus
4725,Male,Others,Moderate,No,Yes,Off-Campus
4726,Male,Others,High,No,Yes,Off-Campus
4727,Female,Law,Low,Yes,Yes,On-Campus
4729,Male,Computer Science,Moderate,Yes,Yes,On-Campus
4732,Female,Law,Low,No,No,Off-Campus
4733,Male,Computer Science,Low,No,No,On-Campus
4736,Female,Computer Science,Moderate,No,Yes,On-Campus
4737,Female,Engineering,Moderate,Yes,Yes,Off-Campus
4738,Female,Engineering,High,Yes,No,On-Campus
4743,Female,Business,Moderate,No,No,On-Campus
4747,Male,Others,Moderate,No,Yes,On-Campus
4749,Male,Law,Low,No,No,Off-Campus
4756,Male,Engineering,High,Yes,Yes,Off-Campus
4757,Male,Business,Moderate,No,No,Off-Campus
4758,Male,Others,High,Yes,No,Off-Campus
4764,Male,Law,High,No,No,Off-Campus
4765,Male,Engineering,Low,Yes,No,Off-Campus
4766,Male,Others,High,No,Yes,On-Campus
4767,Male,Computer Science,Moderate,No,No,On-Campus
4769,Female,Engineering,High,Yes,No,On-Campus
4771,Female,Computer Science,Low,No,No,On-Campus
4774,Female,Law,Moderate,Yes,No,Off-Campus
4779,Female,Others,Moderate,No,No,On-Campus
4780,Female,Law,Moderate,Yes,No,On-Campus
4783,Female,Others,Moderate,No,No,On-Campus
4785,Female,Law,High,No,Yes,On-Campus
4787,Female,Computer Science,Moderate,No,Yes,On-Campus
4788,Female,Engineering,Low,Yes,Yes,Off-Campus
4791,Female,Others,High,Yes,No,On-Campus
4793,Female,Business,Moderate,Yes,Yes,Off-Campus
4795,Male,Engineering,High,No,Yes,Off-Campus
4796,Female,Law,High,No,No,Off-Campus
4798,Male,Law,High,Yes,Yes,Off-Campus
4799,Female,Law,Low,No,No,Off-Campus
4800,Female,Others,Moderate,No,Yes,On-Campus
4802,Male,Law,High,No,No,On-Campus
4803,Male,Engineering,Low,Yes,No,Off-Campus
4807,Male,Business,High,Yes,No,Off-Campus
4813,Female,Computer Science,High,No,Yes,Off-Campus
4814,Female,Business,Low,No,No,On-Campus
4816,Male,Computer Science,Moderate,No,No,On-Campus
4829,Male,Law,High,Yes,No,On-Campus
4831,Female,Business,Moderate,Yes,No,Off-Campus
4832,Male,Computer Science,Moderate,Yes,Yes,On-Campus
4833,Male,Law,Moderate,No,Yes,On-Campus
4835,Male,Engineering,Moderate,Yes,No,Off-Campus
4836,Male,Engineering,High,No,No,On-Campus
4838,Female,Engineering,Low,No,No,Off-Campus
4839,Female,Computer Science,Low,No,No,On-Campus
4846,Male,Business,High,Yes,Yes,On-Campus
4847,Female,Engineering,Moderate,Yes,No,On-Campus
4848,Female,Engineering,High,Yes,No,Off-Campus
4854,Female,Business,Low,No,Yes,On-Campus
4857,Male,Law,Low,Yes,No,On-Campus
4862,Female,Law,Moderate,No,No,Off-Campus
4865,Female,Law,High,Yes,No,On-Campus
4866,Male,Others,Moderate,Yes,No,Off-Campus
4870,Male,Engineering,High,Yes,No,On-Campus
4872,Male,Computer Science,Moderate,No,No,On-Campus
4875,Male,Others,Moderate,No,No,On-Campus
4879,Female,Law,Low,No,No,Off-Campus
4885,Male,Business,Moderate,No,Yes,On-Campus
4887,Male,Computer Science,Moderate,No,No,On-Campus
4888,Male,Engineering,High,Yes,Yes,On-Campus
4890,Female,Others,Moderate,Yes,No,Off-Campus
4893,Male,Engineering,Moderate,Yes,No,On-Campus
4894,Male,Business,Low,No,No,Off-Campus
4899,Male,Engineering,Moderate,No,No,Off-Campus
4900,Male,Computer Science,Moderate,Yes,Yes,On-Campus
4902,Female,Engineering,Low,No,Yes,Off-Campus
4905,Female,Others,Moderate,Yes,Yes,On-Campus
4907,Female,Engineering,High,No,No,Off-Campus
4908,Male,Law,Moderate,No,Yes,On-Campus
4909,Female,Business,High,No,No,Off-Campus
4910,Female,Engineering,Low,Yes,No,Off-Campus
4914,Female,Computer Science,Moderate,Yes,No,Off-Campus
4915,Female,Others,Moderate,No,No,Off-Campus
4916,Male,Computer Science,Moderate,No,Yes,On-Campus
4917,Male,Computer Science,Moderate,No,No,Off-Campus
4920,Female,Law,Moderate,No,No,Off-Campus
4921,Male,Law,Moderate,No,No,On-Campus
4923,Male,Law,High,Yes,No,Off-Campus
4924,Male,Engineering,Low,Yes,No,On-Campus
4928,Male,Others,Moderate,No,No,Off-Campus
4929,Female,Computer Science,Moderate,Yes,No,Off-Campus
4930,Female,Others,Moderate,No,Yes,Off-Campus
4936,Female,Computer Science,High,Yes,Yes,On-Campus
4937,Male,Engineering,High,Yes,No,Off-Campus
4938,Female,Law,Moderate,No,Yes,On-Campus
4940,Female,Business,Moderate,No,Yes,On-Campus
4942,Female,Business,Low,No,No,Off-Campus
4943,Male,Computer Science,High,Yes,Yes,On-Campus
4945,Female,Engineering,High,Yes,Yes,Off-Campus
4947,Female,Engineering,High,No,No,Off-Campus
4950,Male,Business,High,No,Yes,On-Campus
4951,Female,Business,Moderate,No,No,Off-Campus
4953,Female,Law,High,No,No,Off-Campus
4959,Female,Engineering,Moderate,No,No,Off-Campus
4961,Female,Engineering,Low,No,No,On-Campus
4962,Male,Engineering,High,Yes,Yes,On-Campus
4966,Female,Computer Science,High,Yes,No,On-Campus
4973,Male,Computer Science,Moderate,No,Yes,Off-Campus
4974,Female,Law,High,No,Yes,Off-Campus
4978,Male,Law,Low,No,Yes,Off-Campus
4979,Male,Law,Low,No,No,Off-Campus
4982,Female,Business,Low,No,No,On-Campus
4985,Male,Engineering,Moderate,No,No,Off-Campus
4987,Female,Others,High,No,No,Off-Campus
4988,Female,Others,Moderate,No,No,Off-Campus
4989,Female,Law,High,No,No,On-Campus
4994,Male,Engineering,Moderate,No,No,On-Campus
4996,Male,Computer Science,Moderate,Yes,Yes,Off-Campus
4999,Female,Engineering,High,Yes,No,Off-Campus
5000,Male,Engineering,Low,No,Yes,On-Campus
5001,Female,Others,Moderate,No,No,On-Campus
5002,Female,Engineering,Low,Yes,No,On-Campus
5003,Female,Law,High,No,No,Off-Campus
5005,Male,Law,High,Yes,No,Off-Campus
5009,Female,Engineering,High,No,No,On-Campus
5010,Male,Computer Science,Moderate,No,No,Off-Campus
5013,Female,Computer Science,Moderate,No,No,On-Campus
5014,Female,Law,Moderate,Yes,No,On-Campus
5015,Female,Law,Moderate,No,No,On-Campus
5023,Male,Engineering,Low,Yes,No,Off-Campus
5024,Female,Law,High,Yes,No,Off-Campus
5025,Female,Engineering,Moderate,No,No,Off-Campus
5026,Male,Computer Science,Low,No,No,Off-Campus
5028,Female,Law,Moderate,Yes,No,On-Campus
5033,Female,Computer Science,Moderate,Yes,No,Off-Campus
5040,Male,Law,Moderate,No,No,On-Campus
5045,Male,Law,Low,No,No,Off-Campus
5047,Male,Others,High,No,Yes,Off-Campus
5049,Male,Computer Science,Moderate,Yes,No,On-Campus
5050,Female,Law,Moderate,Yes,No,On-Campus
5052,Female,Business,Moderate,No,No,Off-Campus
5055,Female,Business,Low,Yes,Yes,On-Campus
5056,Male,Others,High,No,No,Off-Campus
5057,Female,Others,Moderate,Yes,No,Off-Campus
5060,Male,Computer Science,Moderate,No,Yes,On-Campus
5061,Male,Others,Low,No,No,Off-Campus
5063,Female,Business,Moderate,No,Yes,Off-Campus
5065,Female,Others,Moderate,No,Yes,On-Campus
5066,Male,Computer Science,Moderate,No,No,On-Campus
5069,Female,Law,High,Yes,No,Off-Campus
5070,Female,Computer Science,Moderate,No,No,Off-Campus
5071,Male,Business,High,No,Yes,On-Campus
5073,Female,Engineering,High,Yes,Yes,Off-Campus
5074,Male,Others,Moderate,Yes,No,On-Campus
5076,Female,Business,High,No,No,On-Campus
5077,Male,Engineering,Low,No,No,Off-Campus
5081,Female,Computer Science,High,Yes,No,On-Campus
5082,Female,Business,Low,Yes,No,Off-Campus
5083,Female,Business,High,No,Yes,Off-Campus
5084,Female,Law,Moderate,Yes,No,On-Campus
5086,Male,Law,Moderate,Yes,Yes,Off-Campus
5090,Male,Computer Science,Moderate,No,Yes,Off-Campus
5091,Female,Law,Low,Yes,Yes,On-Campus
5092,Female,Law,Moderate,No,No,On-Campus
5096,Male,Business,Moderate,Yes,Yes,On-Campus
5097,Male,Engineering,Moderate,No,No,On-Campus
5098,Male,Engineering,Moderate,No,Yes,On-Campus
5099,Female,Others,High,No,Yes,Off-Campus
5100,Female,Law,Moderate,Yes,No,Off-Campus
5102,Male,Law,Low,No,Yes,On-Campus
5103,Female,Law,Moderate,No,Yes,Off-Campus
5104,Female,Engineering,High,Yes,Yes,Off-Campus
5107,Male,Business,High,Yes,No,Off-Campus
5108,Female,Law,Moderate,Yes,No,Off-Campus
5113,Female,Business,High,No,Yes,On-Campus
5115,Female,Business,Low,No,No,On-Campus
5118,Male,Engineering,Moderate,Yes,No,On-Campus
5119,Male,Computer Science,High,No,No,On-Campus
5120,Male,Law,Moderate,Yes,No,Off-Campus
5121,Female,Business,Moderate,Yes,No,Off-Campus
5122,Male,Others,Moderate,Yes,Yes,Off-Campus
5123,Female,Law,High,Yes,No,Off-Campus
5124,Male,Computer Science,Low,No,No,Off-Campus
5127,Female,Law,Moderate,No,No,On-Campus
5132,Female,Others,Moderate,No,No,Off-Campus
5135,Female,Engineering,High,Yes,No,Off-Campus
5137,Female,Law,Moderate,No,No,Off-Campus
5139,Male,Law,Moderate,Yes,No,On-Campus
5140,Female,Business,High,No,No,Off-Campus
5141,Male,Engineering,Moderate,No,No,On-Campus
5145,Male,Computer Science,Low,Yes,No,On-Campus
5146,Female,Engineering,Low,Yes,No,On-Campus
5150,Female,Business,High,No,No,On-Campus
5151,Male,Computer Science,High,No,No,Off-Campus
5152,Male,Law,Moderate,No,No,On-Campus
5153,Female,Business,Moderate,Yes,Yes,Off-Campus
5158,Female,Others,Low,No,No,On-Campus
5163,Male,Law,Moderate,Yes,No,On-Campus
5164,Male,Computer Science,Moderate,No,No,On-Campus
5165,Female,Engineering,High,No,Yes,On-Campus
5167,Female,Others,High,Yes,Yes,On-Campus
5169,Male,Computer Science,Moderate,No,No,Off-Campus
5170,Female,Business,Moderate,No,No,Off-Campus
5171,Female,Law,Low,No,No,Off-Campus
5172,Female,Engineering,Moderate,Yes,No,Off-Campus
5174,Male,Computer Science,Moderate,Yes,Yes,On-Campus
5175,Male,Others,Moderate,Yes,Yes,On-Campus
5179,Female,Computer Science,High,Yes,Yes,On-Campus
5181,Female,Engineering,Moderate,Yes,No,Off-Campus
5188,Male,Law,Moderate,No,Yes,Off-Campus
5193,Female,Business,Low,Yes,No,Off-Campus
5195,Male,Law,Low,Yes,No,Off-Campus
5202,Female,Computer Science,Moderate,Yes,Yes,Off-Campus
5203,Male,Law,Moderate,Yes,No,Off-Campus
5208,Male,Law,Moderate,No,Yes,On-Campus
5209,Female,Law,High,Yes,No,On-Campus
5210,Male,Engineering,Moderate,No,No,On-Campus
5214,Male,Law,Moderate,No,Yes,Off-Campus
5215,Male,Engineering,Moderate,No,No,On-Campus
5219,Male,Law,High,Yes,No,On-Campus
5220,Male,Others,High,No,No,Off-Campus
5222,Male,Business,Moderate,No,Yes,Off-Campus
5224,Male,Others,High,No,Yes,Off-Campus
5226,Male,Law,Moderate,Yes,No,Off-Campus
5228,Female,Engineering,Moderate,Yes,No,Off-Campus
5230,Female,Engineering,Low,No,Yes,Off-Campus
5231,Male,Law,High,Yes,No,Off-Campus
5232,Male,Others,Moderate,No,Yes,On-Campus
5238,Male,Law,Moderate,No,No,On-Campus
5239,Male,Business,Moderate,No,No,On-Campus
5251,Male,Computer Science,Moderate,Yes,No,On-Campus
5252,Female,Computer Science,High,No,Yes,Off-Campus
5254,Male,Business,Moderate,Yes,No,Off-Campus
5255,Male,Computer Science,Low,Yes,No,On-Campus
5257,Male,Engineering,High,No,No,On-Campus
5258,Male,Computer Science,High,No,No,On-Campus
5262,Male,Law,Moderate,No,Yes,Off-Campus
5266,Female,Others,High,No,No,On-Campus
5273,Male,Engineering,Moderate,No,No,On-Campus
